"odhf_facility_type","hospital_id","survey_month","survey_year","month_0","month_1","month_2","month_3","month_4","month_5","month_6","month_7","month_8","month_9","month_10","month_11","month_12","month_13","month_14","month_15","month_16","month_17","month_18","month_19","month_20","month_21","month_22","month_23","month_24","geometry"
"Hospitals",892,2,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-10861895.2304298, 6659582.04156846)
"Hospitals",894,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,c(-10673702.3954768, 6472512.73404063)
"Hospitals",895,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,c(-10710582.5427767, 6544421.09723002)
"Hospitals",896,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c(-10940646.5343991, 6440602.58724991)
"Hospitals",898,5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11254383.2535469, 6370654.40427892)
"Hospitals",899,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-13042431.2010717, 8075975.84787903)
"Hospitals",910,2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12716516.6528327, 6564534.62020607)
"Hospitals",911,2,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11158897.9695755, 6452370.69718727)
"Hospitals",913,11,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11283651.0957676, 6661551.29229775)
"Hospitals",914,9,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c(-11015172.362005, 6300376.77444766)
"Hospitals",915,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11221513.2795835, 6562610.21662756)
"Hospitals",916,7,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11274127.8691775, 6581267.21562339)
"Hospitals",919,7,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,c(-10785490.9643404, 6473596.26921955)
"Hospitals",925,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,c(-10814254.7519068, 6438540.3642587)
"Hospitals",926,5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11014346.5940223, 6485451.41583069)
"Hospitals",928,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12703539.2714989, 6764279.6808822)
"Hospitals",930,10,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11198146.661681, 6522596.09289372)
"Hospitals",931,7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11135046.9894366, 7338811.96778986)
"Hospitals",932,11,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11159680.6457834, 6379810.18286508)
"Hospitals",936,2,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11271198.1850827, 7137570.34384427)
"Hospitals",937,6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-10811887.7544421, 6426269.12429899)
"Hospitals",938,10,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-10947706.4944289, 6386530.08915)
"Hospitals",943,10,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11273521.3115361, 6818079.82471051)
"Hospitals",944,12,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,c(-10835310.1322775, 6469106.94259719)
"Hospitals",945,2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11272466.0027633, 6819387.93774492)
"Hospitals",947,5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-10826360.4904957, 6513629.9018116)
"Hospitals",952,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11270862.2228595, 7137911.35393444)
"Hospitals",955,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-10893348.8865119, 7505899.63943953)
"Hospitals",956,6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-10987032.4756567, 6383039.96105738)
"Hospitals",957,12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11094480.1743727, 6304772.05789842)
"Hospitals",959,3,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-10814993.4235199, 6412876.29692005)
"Hospitals",960,9,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11234783.4979697, 6421447.55184654)
"Hospitals",961,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,c(-10749542.026845, 6298000.12969477)
"Hospitals",964,3,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11097721.6754932, 6376446.83275065)
"Hospitals",967,6,2020,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c(-10820231.2504646, 6419142.83123086)
"Hospitals",970,9,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11124405.2913948, 6735338.1410776)
"Hospitals",973,11,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7421289.11513989, 6105699.81152184)
"Hospitals",975,2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,c(-7361212.4683834, 5661646.21053047)
"Hospitals",977,12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7421289.11513989, 6105699.81152184)
"Hospitals",978,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7211968.33064015, 5796071.7664819)
"Hospitals",979,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7487997.01943513, 5652191.4367399)
"Hospitals",980,9,2018,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7419941.84873866, 5770574.4599698)
"Hospitals",983,8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7432116.17126588, 5584162.36132244)
"Hospitals",984,2,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7537479.12308604, 5897952.11717714)
"Hospitals",985,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7228945.13184748, 6072739.8330323)
"Hospitals",986,5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7225339.60486018, 6026112.71967803)
"Hospitals",987,1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7197156.93843164, 6072260.70900986)
"Hospitals",988,2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7542377.84859789, 5949471.06113646)
"Hospitals",989,1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7313097.65751011, 6048705.92121009)
"Hospitals",990,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7604311.21540522, 6003663.46732103)
"Hospitals",991,8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7211538.30344722, 5870365.43930096)
"Hospitals",992,5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7502176.26165128, 6023667.77419045)
"Hospitals",993,4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7296040.04948442, 5942542.19926983)
"Hospitals",994,9,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,c(-7399760.50448182, 5756126.17098704)
"Hospitals",995,5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-13063836.7257688, 7604549.94618947)
"Hospitals",996,8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7165907.77625411, 5763043.24951191)
"Hospitals",997,5,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7356565.2469971, 5669307.17763404)
"Hospitals",998,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,c(-7353532.34747044, 5665556.69385711)
"Hospitals",999,10,2018,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7290377.3717031, 5736601.81005188)
"Hospitals",1000,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12688523.9531152, 6635113.08849923)
"Hospitals",1001,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7214187.61827251, 5797187.84647398)
"Hospitals",1002,6,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7419771.15143148, 5770328.10915509)
"Hospitals",1003,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7502694.45388092, 5924303.77106452)
"Hospitals",1004,1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7521986.45559387, 5825912.25008559)
"Hospitals",1005,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7368668.67014063, 5668550.91014768)
"Hospitals",1006,2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12519107.5993133, 6584100.85809685)
"Hospitals",1007,2,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12684514.7816542, 6359008.44751352)
"Hospitals",1008,11,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6329336.481871, 6245053.00590976)
"Hospitals",1009,2,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6258597.28693202, 6433412.49174259)
"Hospitals",1015,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-5912005.72213952, 6215104.4617672)
"Hospitals",1016,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12554312.967138, 6424344.94542368)
"Hospitals",1018,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6470600.58172919, 6355056.24965821)
"Hospitals",1019,11,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-5965681.86552971, 6297746.44766097)
"Hospitals",1022,4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-5925154.79152397, 6061268.37817266)
"Hospitals",1025,2,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6194701.68032853, 6263425.46630275)
"Hospitals",1029,2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6214686.75719116, 6018809.3656198)
"Hospitals",1031,9,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-5899887.70501075, 6119552.1712968)
"Hospitals",1036,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6585989.35650841, 6038742.66023687)
"Hospitals",1037,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6187915.3102113, 6685656.60169147)
"Hospitals",1038,4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6009516.24160692, 6134347.86672212)
"Hospitals",1040,8,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-5894027.29041793, 6048142.4571638)
"Hospitals",1042,8,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12644726.5239769, 6924891.99419239)
"Hospitals",1046,7,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6036253.88085742, 6388558.4527842)
"Hospitals",1051,11,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12274625.8412018, 6865111.45003836)
"Hospitals",1052,8,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6239851.86391887, 6361120.49932626)
"Hospitals",1054,9,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-5871198.95568677, 6035912.19141432)
"Hospitals",1055,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6081250.08732809, 6267410.67674021)
"Hospitals",1056,6,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-5871264.56962104, 6036053.86113783)
"Hospitals",1058,11,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6717170.91612699, 7038057.71582298)
"Hospitals",1059,7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6340769.66149241, 6705554.05089358)
"Hospitals",1062,8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7448738.89856884, 6973458.2756262)
"Hospitals",1074,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6095535.71758159, 6386446.36845224)
"Hospitals",1080,7,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6379202.6043693, 6559550.30735612)
"Hospitals",1083,11,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6518046.39585867, 6200472.19630406)
"Hospitals",1086,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-5868947.23178119, 6033622.07097153)
"Hospitals",1092,11,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6166994.0364311, 5930686.24941744)
"Hospitals",1095,5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-5871219.34051193, 6028953.63189516)
"Hospitals",1096,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6448803.83581365, 6266127.74013849)
"Hospitals",1097,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6246918.6478334, 6598100.34825736)
"Hospitals",1098,6,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6973375.1732165, 5712190.90978377)
"Hospitals",1100,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7130024.51725825, 5724482.37031887)
"Hospitals",1101,4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-13294229.1989446, 7403434.27755686)
"Hospitals",1102,2,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-13223260.2628406, 7395961.3682617)
"Hospitals",1103,12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7291634.1798861, 5580152.37269644)
"Hospitals",1111,8,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6716386.55899486, 5911208.901866)
"Hospitals",1115,11,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6698568.31602052, 5798541.7547702)
"Hospitals",1123,11,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7086486.79649206, 5583379.34082673)
"Hospitals",1125,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7045731.3839468, 5677915.37132542)
"Hospitals",1126,9,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7146366.16284696, 5749012.86445269)
"Hospitals",1127,2,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12540205.6484449, 6354082.31350215)
"Hospitals",1128,9,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7074088.85537174, 5567212.3933736)
"Hospitals",1130,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7320555.28415682, 5561353.2855544)
"Hospitals",1136,12,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12670236.4984871, 6847415.61389549)
"Hospitals",1137,2,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6788686.96526442, 5674093.00569187)
"Hospitals",1138,5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6961139.82534443, 5609077.23682167)
"Hospitals",1141,11,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7160843.54092335, 5524792.11909425)
"Hospitals",1145,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6672331.31391597, 5809757.67785325)
"Hospitals",1146,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12593082.1060091, 7160616.73947113)
"Hospitals",1152,2,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7137851.83593389, 5619398.64130447)
"Hospitals",1153,5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6703905.45664894, 5818047.31797924)
"Hospitals",1169,5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6824423.90592158, 5816795.90170437)
"Hospitals",1172,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7078081.06174226, 5564709.8014107)
"Hospitals",1175,7,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7046105.09460934, 5734240.63952983)
"Hospitals",1191,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7028767.49580041, 5627893.9185919)
"Hospitals",1196,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6688708.52608198, 5818915.36751145)
"Hospitals",1197,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7086472.9928752, 5757350.70272991)
"Hospitals",1200,11,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6705398.43469763, 5815400.10006907)
"Hospitals",1207,10,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7077933.45209747, 5564980.61038596)
"Hospitals",1221,2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7078404.44486301, 5565928.74012773)
"Hospitals",1222,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7077738.02071262, 5564774.23944703)
"Hospitals",1224,7,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7077842.50407349, 5564776.91622694)
"Hospitals",1226,1,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7202993.7755563, 5471270.92192426)
"Hospitals",1233,7,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7270314.571572, 5426761.75794558)
"Hospitals",1236,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6792170.41929812, 5880829.74033877)
"Hospitals",1246,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7253243.1710614, 5603054.54192998)
"Hospitals",1247,2,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7160734.33650288, 5686172.870199)
"Hospitals",1248,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7181286.66409475, 5524930.93286372)
"Hospitals",1251,5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6899590.05437043, 5720926.93127783)
"Hospitals",1252,9,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6899796.88598433, 5644821.86972194)
"Hospitals",1254,6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6815304.94719427, 5719197.56821931)
"Hospitals",1257,11,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6982747.27246588, 5728679.51972304)
"Hospitals",1263,2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7078988.33785612, 5577758.83711153)
"Hospitals",1264,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12702764.8329334, 6627664.00108501)
"Hospitals",1269,5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7074242.82135945, 5566753.27108265)
"Hospitals",1274,9,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7030764.71218058, 5587460.58228539)
"Hospitals",1275,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12717801.9254095, 6916627.82131899)
"Hospitals",1276,2,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7180172.90145741, 5634763.61526858)
"Hospitals",1278,7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-6763330.21090136, 5796431.18031599)
"Hospitals",1296,1,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12792858.7024586, 6868867.04171964)
"Hospitals",1297,4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7360641.1656247, 5442358.46273852)
"Hospitals",1299,10,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12454448.2296835, 8400529.63659369)
"Hospitals",1300,3,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12888465.6697654, 8583821.47233503)
"Hospitals",1302,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-14882806.4448486, 10552701.7965123)
"Hospitals",1303,5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12735450.6844591, 8966084.89607287)
"Hospitals",1304,10,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-11694302.5302042, 10787355.5224899)
"Hospitals",1305,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-10251052.9017948, 9055040.31116096)
"Hospitals",1308,4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-7626397.90406648, 9286545.93213936)
"Hospitals",1315,7,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12701178.9754675, 6619493.56750009)
"Hospitals",1336,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-12634514.1852111, 7086772.4701078)
"Hospitals",1350,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-9003014.91355227, 5316854.19800136)
"Hospitals",1351,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-9095472.53335266, 5426880.47827975)
"Hospitals",1352,2,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(-9094615.83970222, 5424654.00404656)
